STUDYPROGRAMSYSTEM	ACADYEAR	SEMESTER	COURSECODE	SECTION	NAMEENGLISHABBR	INSTRUCTORS	AVG_GPA
S	2010	2	2102676	1	DIG IMAGE PROC	CPW	3.83
S	2010	2	2102677	1	BROADBAND NET DES	WBK	3.67
S	2010	1	2102682	2	SOLID-STATE PHYS	SPY,CWN	3.50
S	2010	1	2102684	1	GUID-WAVE OPT/NANO	CWN	4.00
S	2010	2	2102686	1	SWIT PWR PROC II	CSN,YKT	3.75
S	2010	2	2102732	1	CONVEX OPTIM APPL	DBP	3.67
S	2010	1	2102754	1	EL FLD ANA HV ENG	BTA	4.00
S	2010	2	2102755	1	PWR SYS TRANS SIM	CBK	3.50
S	2010	2	2102757	1	PWR SYS RELIA	BEA	3.59
S	2010	1	2102770	1	WIR COMM NETWK	LWK	2.88
S	2010	1	2102774	1	TC SWIT TRANS SIG	WBK	2.50
S	2010	1	2102785	1	ADV SENSOR THEORY	ATM	3.88
S	2010	1	2102874	1	SPEECH PROC	WAS,NTS	3.33
S	2010	1	2102875	1	DIG VIDEO PROC	SAV	3.67
S	2010	1	2102876	1	ADAP SIGN PROC	CCR,NTS	3.50
S	2010	1	2103105	1	ENG DRAW FUND	STAFF	2.71
S	2010	1	2103105	2	ENG DRAW FUND	STAFF	2.88
S	2010	1	2103105	3	ENG DRAW FUND	STAFF	2.56
S	2010	1	2103105	4	ENG DRAW FUND	STAFF	2.65
S	2010	1	2103105	5	ENG DRAW FUND	STAFF	2.80
S	2010	1	2103105	6	ENG DRAW FUND	STAFF	2.64
S	2010	2	2103105	1	ENG DRAW FUND	STAFF	2.82
S	2010	2	2103105	2	ENG DRAW FUND	STAFF	2.62
S	2010	2	2103105	3	ENG DRAW FUND	STAFF	2.54
S	2010	2	2103105	4	ENG DRAW FUND	STAFF	2.34
S	2010	2	2103105	5	ENG DRAW FUND	STAFF	1.95
S	2010	2	2103203	1	MECH DRAWING	PSK,CRW	3.05
S	2010	2	2103203	1	MECH DRAWING	STAFF	3.05
S	2010	1	2103204	1	DES GEOMETRY	SWS	2.71
S	2010	1	2103211	1	STATICS	SLR	1.90
S	2010	1	2103211	3	STATICS	TSN	1.96
S	2010	1	2103211	4	STATICS	NNW	1.90
S	2010	1	2103211	5	STATICS	TPP	1.94
S	2010	1	2103211	6	STATICS	KMN	1.88
S	2010	2	2103212	1	DYNAMICS	PLP	1.53
S	2010	2	2103212	2	DYNAMICS	CKK	1.93
S	2010	2	2103212	3	DYNAMICS	SCW	2.39
S	2010	2	2103212	4	DYNAMICS	TJW	1.89
S	2010	2	2103212	5	DYNAMICS	NNW	1.93
S	2010	2	2103212	6	DYNAMICS	NAK	2.18
S	2010	1	2103213	1	ENG MECHANICS I	JVS	2.11
S	2010	1	2103213	10	ENG MECHANICS I	PPT	2.44
S	2010	1	2103213	2	ENG MECHANICS I	MTK	2.38
S	2010	1	2103213	3	ENG MECHANICS I	CHT	2.20
S	2010	1	2103213	4	ENG MECHANICS I	CRW	2.34
S	2010	1	2103213	5	ENG MECHANICS I	PLP	2.00
S	2010	1	2103213	6	ENG MECHANICS I	SWS	2.48
S	2010	1	2103213	7	ENG MECHANICS I	JMP	2.20
S	2010	1	2103213	8	ENG MECHANICS I	PTP	2.04
S	2010	1	2103213	9	ENG MECHANICS I	SBK	2.17
S	2010	2	2103213	4	ENG MECHANICS I	MTK	2.01
S	2010	2	2103213	5	ENG MECHANICS I	SLR	2.30
S	2010	2	2103213	6	ENG MECHANICS I	CHT	2.13
S	2010	1	2103231	1	MECH OF MAT I	STAFF	1.83
S	2010	2	2103231	1	MECH OF MAT I	CBJ	2.41
S	2010	2	2103231	2	MECH OF MAT I	SBK	1.87
S	2010	2	2103231	3	MECH OF MAT I	JMP	2.41
S	2010	2	2103231	4	MECH OF MAT I	JKA	2.48
S	2010	2	2103231	5	MECH OF MAT I	TPP	2.64
S	2010	2	2103231	6	MECH OF MAT I	KMN	2.51
S	2010	2	2103231	7	MECH OF MAT I	TSN	2.87
S	2010	2	2103231	8	MECH OF MAT I	PSG	2.38
S	2010	1	2103241	1	THERMODYNAMICS I	MTP	2.65
S	2010	1	2103241	2	THERMODYNAMICS I	NFW	2.56
S	2010	1	2103241	3	THERMODYNAMICS I	CTT	2.58
S	2010	1	2103295	1	BASIC THERMO	PCK	2.26
S	2010	1	2103295	2	BASIC THERMO	ASK	2.19
S	2010	1	2103295	2	BASIC THERMO	PSK	2.19
S	2010	1	2103295	3	BASIC THERMO	CKK	2.78
S	2010	2	2103295	1	BASIC THERMO	PCK	2.22
S	2010	2	2103295	2	BASIC THERMO	MTP	2.07
S	2010	1	2103302	1	ENG MEASUREMENTS	JMP,WYC,SBK	3.50
S	2010	2	2103303	1	NUM MTHD MECH ENG	PDP,RCR,NWP	3.01
S	2010	2	2103304	1	AUTO CONTROL I	VSB	2.83
S	2010	1	2103313	1	MECH SYS DESIGN I	KBK,CBJ,WWS	2.90
S	2010	2	2103314	1	MECH SYS DESIGN II	CBJ	3.48
S	2010	2	2103314	2	MECH SYS DESIGN II	KBK	3.58
S	2010	2	2103314	3	MECH SYS DESIGN II	WWS	3.54
S	2010	1	2103322	1	MECH MACHINERY	CKK	2.44
S	2010	1	2103322	2	MECH MACHINERY	RCR	2.53
S	2010	2	2103332	1	SHIPBUILDING ENG	CVP	2.50
S	2010	1	2103335	1	VEH STRUC ANAL I	KBK	3.72
S	2010	2	2103342	1	THERMODYNAMICS II	CTT,NFW	2.85
S	2010	2	2103351	1	FLUID MECHANICS I	BLN	2.25
S	2010	2	2103351	2	FLUID MECHANICS I	SCP	2.23
S	2010	2	2103351	3	FLUID MECHANICS I	ABJ	2.46
S	2010	2	2103351	4	FLUID MECHANICS I	PLP	2.40
S	2010	2	2103351	5	FLUID MECHANICS I	PSK	2.20
S	2010	2	2103352	1	SHIP BUOY & STAB	TMW	3.50
S	2010	1	2103361	1	EN THERM DESIGN I	SCP	2.42
S	2010	2	2103362	1	EN THERM DESIGN II	SCP	3.52
S	2010	2	2103362	2	EN THERM DESIGN II	ABJ	3.75
S	2010	2	2103362	3	EN THERM DESIGN II	APP	3.80
S	2010	2	2103382	1	MECH VEHICLES I	CHT	3.82
S	2010	1	2103390	1	ME EXP/LAB I	ABJ,STAFF	2.80
S	2010	1	2103390	10	ME EXP/LAB I	ABJ,STAFF	2.50
S	2010	1	2103390	11	ME EXP/LAB I	ABJ,STAFF	3.50
S	2010	1	2103390	13	ME EXP/LAB I	ABJ,STAFF	3.10
S	2010	1	2103390	14	ME EXP/LAB I	ABJ,STAFF	2.80
S	2010	1	2103390	15	ME EXP/LAB I	ABJ,STAFF	2.60
S	2010	1	2103390	16	ME EXP/LAB I	ABJ,STAFF	2.70
S	2010	1	2103390	17	ME EXP/LAB I	ABJ,STAFF	3.38
S	2010	1	2103390	18	ME EXP/LAB I	ABJ,STAFF	3.00
S	2010	1	2103390	19	ME EXP/LAB I	ABJ,STAFF	3.25
S	2010	1	2103390	2	ME EXP/LAB I	ABJ,STAFF	3.10
S	2010	1	2103390	20	ME EXP/LAB I	ABJ,STAFF	3.75
S	2010	1	2103390	21	ME EXP/LAB I	ABJ,STAFF	2.75
S	2010	1	2103390	22	ME EXP/LAB I	ABJ,STAFF	4.00
S	2010	1	2103390	3	ME EXP/LAB I	ABJ,STAFF	2.60
S	2010	1	2103390	4	ME EXP/LAB I	ABJ,STAFF	3.10
S	2010	1	2103390	5	ME EXP/LAB I	ABJ,STAFF	3.40
S	2010	1	2103390	6	ME EXP/LAB I	ABJ,STAFF	3.60
S	2010	1	2103390	7	ME EXP/LAB I	ABJ,STAFF	3.00
S	2010	1	2103390	8	ME EXP/LAB I	ABJ,STAFF	3.13
S	2010	1	2103390	9	ME EXP/LAB I	ABJ,STAFF	3.50
S	2010	2	2103391	1	SEM TECH WRIT ME	PSG,STAFF	3.24
S	2010	2	2103393	1	ME LAB NON ME	STAFF	2.73
S	2010	2	2103393	2	ME LAB NON ME	STAFF	2.73
S	2010	2	2103393	3	ME LAB NON ME	STAFF	2.85
S	2010	2	2103393	4	ME LAB NON ME	STAFF	2.63
S	2010	2	2103393	5	ME LAB NON ME	STAFF	3.32
S	2010	2	2103393	6	ME LAB NON ME	STAFF	3.14
S	2010	2	2103393	7	ME LAB NON ME	STAFF	2.91
S	2010	2	2103393	8	ME LAB NON ME	STAFF	2.95
S	2010	2	2103404	1	DYN SYS SIMULATION	WWS	3.42
S	2010	1	2103405	1	AUTO CONTROL II	VSB	3.31
S	2010	2	2103406	1	DIGITAL CONTROL	VSB	3.58
S	2010	1	2103408	1	AUTOMOTIVE CONTROL	SCW	3.20
S	2010	2	2103421	1	INTRO FEM	PDP	3.17
S	2010	2	2103432	1	MECH OF MAT II	KMN,JKA	3.00
S	2010	1	2103433	1	INTRO MECH VIBRAT	TJW	3.22
S	2010	1	2103437	1	SHIP DESIGN I	TMW	3.44
S	2010	1	2103443	1	REFRIGERATION	TMW,RCK	3.44
S	2010	2	2103454	1	AIR CONDITIONING	TMW	3.32
S	2010	2	2103462	1	FLUID MECHANICS II	SCP,ABJ	2.63
S	2010	1	2103463	1	HEAT TRANSFER	PCK,SPT	2.37
S	2010	1	2103465	1	FLUID POWER SYS	WYC	3.37
S	2010	1	2103467	1	COMBUSTION TECH	MTK	3.58
S	2010	2	2103471	1	INTER COMB ENGIN	KWC	2.09
S	2010	2	2103472	1	POWER PLANT ENG	CVP,MTK	2.15
S	2010	1	2103473	1	SHIP RESIS & POWER	CVP	3.35
S	2010	2	2103475	1	ENERGY MGT BLDG	CTT	3.60
S	2010	1	2103477	1	DES INDUS PIPING	CVP	2.32
S	2010	2	2103478	1	EGY MGT INDUSTRY	SPT,NFW	3.50
S	2010	1	2103479	1	AUTO MANU	KBK	3.25
S	2010	1	2103481	1	AUTOMOTIVE ENG	STAFF	3.74
S	2010	1	2103481	1	AUTOMOTIVE ENG	KWC	3.74
S	2010	2	2103481	1	AUTOMOTIVE ENG	STAFF	3.73
S	2010	2	2103484	1	MARINE ENG	TMW	3.75
S	2010	1	2103485	1	AGRI TRAC SYST DES	SPS	3.75
S	2010	1	2103490	1	ME EXP/LAB II	STAFF	3.00
S	2010	1	2103490	10	ME EXP/LAB II	STAFF	2.50
S	2010	1	2103490	11	ME EXP/LAB II	STAFF	3.00
S	2010	1	2103490	12	ME EXP/LAB II	STAFF	3.13
S	2010	1	2103490	13	ME EXP/LAB II	STAFF	3.13
S	2010	1	2103490	14	ME EXP/LAB II	STAFF	3.20
S	2010	1	2103490	15	ME EXP/LAB II	STAFF	3.00
S	2010	1	2103490	16	ME EXP/LAB II	STAFF	3.88
S	2010	1	2103490	17	ME EXP/LAB II	STAFF	4.00
S	2010	1	2103490	18	ME EXP/LAB II	STAFF	3.50
S	2010	1	2103490	19	ME EXP/LAB II	STAFF	2.75
S	2010	1	2103490	2	ME EXP/LAB II	STAFF	2.50
S	2010	1	2103490	20	ME EXP/LAB II	STAFF	3.88
S	2010	1	2103490	21	ME EXP/LAB II	STAFF	3.50
S	2010	1	2103490	22	ME EXP/LAB II	STAFF	3.00
S	2010	1	2103490	23	ME EXP/LAB II	STAFF	2.00
S	2010	1	2103490	24	ME EXP/LAB II	STAFF	4.00
S	2010	1	2103490	3	ME EXP/LAB II	STAFF	3.67
S	2010	1	2103490	4	ME EXP/LAB II	STAFF	3.63
S	2010	1	2103490	5	ME EXP/LAB II	STAFF	3.88
S	2010	1	2103490	6	ME EXP/LAB II	STAFF	4.00
S	2010	1	2103490	7	ME EXP/LAB II	STAFF	4.00
S	2010	1	2103490	8	ME EXP/LAB II	STAFF	4.00
S	2010	1	2103490	9	ME EXP/LAB II	STAFF	3.13
S	2010	1	2103495	1	ADV TOP MECH I	CHT	3.93
S	2010	2	2103496	2	ADV TOP MECH II	NNW	3.74
S	2010	2	2103499	1	MECH ENG PROJECT	STAFF	3.81
S	2010	2	2103510	1	MECH COMPOSITE MTL	PSG	3.14
S	2010	1	2103530	1	INDUST ROBOTS I	RCR	3.44
S	2010	1	2103532	1	CAD/CAM	VSB	3.47
S	2010	1	2103532	2	CAD/CAM	VSB	3.50
S	2010	2	2103535	1	MECHATRONICS	RCR	3.36
S	2010	1	2103540	1	FAILURE ANAL NDT	STAFF	3.38
S	2010	2	2103541	1	VIBRAT MONI ANAL	KBK,CKK,SCP	3.75
S	2010	1	2103552	1	INTR COMP FLUID	BLN	3.33
S	2010	1	2103555	1	ENGINE EMIS & CONT	KWC	4.00
S	2010	2	2103556	1	FUND ENG FUEL CTRL	KWC	3.83
S	2010	2	2103558	1	MAN INDUCT SYS DES	KWC	3.83
S	2010	1	2103560	1	GAS TURBINE PERF	CVP	2.25
S	2010	2	2103567	1	TURB SHEAR FLOWS	ABJ	3.63
S	2010	2	2103571	1	MEMS NEMS	WSN	3.93
S	2010	1	2103601	1	ADV ENGR MATH	SPT	3.41
S	2010	2	2103602	1	MEAS AND INSTR	TJW,WYC	3.00
S	2010	1	2103604	1	ADV NUMER MTD	PDP	3.46
S	2010	1	2103612	1	ELASTICITY	PSG	3.58
S	2010	1	2103615	1	MECH VIBRATION	TJW,WYC	3.20
S	2010	1	2103616	1	OPT DESIGN OF MECH	KBK	4.00
S	2010	2	2103617	1	ADVANCED DYNAMICS	TJW	3.00
S	2010	2	2103620	1	THEO OF ELAS ST I	CVP	3.00
S	2010	2	2103625	1	ADV FIN ELE MTD	PDP	3.00
S	2010	1	2103626	1	THERMAL STRE ANAL	PDP	4.00
S	2010	2	2103630	1	INDUST ROBOTS II	WWS,VSB	3.67
S	2010	1	2103631	1	CTRL DYN SYS	VSB	3.67
S	2010	2	2103633	1	APP OPTIMAL CTRL	VSB	3.36
S	2010	1	2103650	1	ADV ENGR THERMO	MTP	3.42
S	2010	1	2103651	1	ADV FLUID MECH	SCP	3.50
S	2010	2	2103652	1	COMBUSTION THEORY	SPT	3.60
S	2010	1	2103654	1	COND HEAT TRAN	SPT	3.67
S	2010	1	2103655	1	CONV HEAT TRAN	PCK	3.69
S	2010	2	2103656	1	RAD HEAT TRAN	PCK	3.88
S	2010	2	2103658	1	ADV INT COMB ENGIN	KWC	4.00
S	2010	2	2103659	1	UTIL ALTER FUELS	KWC	3.40
S	2010	2	2103663	1	ADV REFIN AIR COND	TMW,STAFF	3.75
S	2010	1	2103664	1	DESIGN OF THER SYS	CVP	3.50
S	2010	2	2103665	1	ADVANCED CFD	SPT	3.50
S	2010	1	2103666	1	FEM CFD	PDP	4.00
S	2010	1	2103701	1	SEL TOP MECH ENG	WSN	3.67
S	2010	1	2103701	2	SEL TOP MECH ENG	KWC	3.67
S	2010	2	2103721	1	FRACTURE MECHANICS	JKA	4.00
S	2010	2	2104121	1	INTRO MFG PROC	STAFF	3.03
S	2010	2	2104121	2	INTRO MFG PROC	STAFF	3.06
S	2010	2	2104121	3	INTRO MFG PROC	STAFF	3.04
S	2010	2	2104121	4	INTRO MFG PROC	STAFF	3.16
S	2010	2	2104121	5	INTRO MFG PROC	STAFF	2.98
S	2010	2	2104121	6	INTRO MFG PROC	STAFF	2.97
S	2010	2	2104121	7	INTRO MFG PROC	STAFF	2.79
S	2010	2	2104131	1	GO	PLK	3.41
S	2010	1	2104203	1	ENG MANAGEMENT	STAFF	3.05
S	2010	1	2104221	1	MFG PROC	SPJ,STC,SPP	2.83
S	2010	1	2104222	1	MFG PROC LAB	SPJ,STC	4.00
S	2010	1	2104222	2	MFG PROC LAB	SPJ,STC	4.00
S	2010	1	2104223	1	ENG STAT I	ASC,WTP	3.30
S	2010	1	2104224	1	DWG PRAC IE	PLK	3.93
S	2010	1	2104224	2	DWG PRAC IE	PLK	3.95
S	2010	1	2104225	1	ENG ECON	DSV	2.70
S	2010	1	2104225	2	ENG ECON	SRT,PCV	2.11
S	2010	2	2104225	1	ENG ECON	DSV	3.28
S	2010	2	2104225	2	ENG ECON	SRT,ASC	3.48
S	2010	2	2104226	1	INTRO MFG SYS	MRD,PCV	3.13
S	2010	2	2104227	1	AUTOMATION	SPJ,STC,PLK	2.86
S	2010	2	2104227	1	AUTOMATION	STAFF	2.86
S	2010	2	2104227	2	AUTOMATION	SPJ,STC,PLK	2.68
S	2010	2	2104228	1	ENG STAT II	JJT,STP,ASC	3.02
S	2010	2	2104229	1	OR I	SPC	2.64
S	2010	2	2104229	2	OR I	SPC	2.83
S	2010	2	2104230	1	QUALITY MANAGEMENT	STAFF	3.31
S	2010	1	2104301	1	QUAL CONTR	NRR,STAFF	3.57
S	2010	2	2104311	1	INTRO SAFETY ENG	JRK,PLD,STAFF	2.93
S	2010	1	2104321	1	MFG PROC PROJ	PLK	3.61
S	2010	1	2104321	2	MFG PROC PROJ	PLK	3.41
S	2010	1	2104322	1	OR II	STP,SSV	3.01
S	2010	1	2104322	2	OR II	STAFF	3.02
S	2010	1	2104323	1	QUALITY CONTROL	NRR,STAFF,PAK	3.19
S	2010	1	2104324	1	WORK DESIGN	WCW,SPJ	2.93
S	2010	1	2104324	2	WORK DESIGN	WCW,SPJ	3.51
S	2010	1	2104325	1	OPN MGT	MRD	2.89
S	2010	1	2104326	1	COMP/IT IE	PLK,PST	3.17
S	2010	1	2104326	2	COMP/IT IE	PLK,PST	3.29
S	2010	1	2104327	1	COST ANALYSIS/BDGT	JNP,SRT	2.91
S	2010	2	2104328	1	FACILITY DESIGN	PST	2.27
I	2010	1	2104414	2	CNC TURN TECH	STC	3.69
S	2010	2	2104421	1	IND ORG/MGT	DTT,WCW,STAFF	3.36
S	2010	2	2104422	1	IE SERV IND	WCW	4.00
S	2010	1	2104424	1	APPLIED ERGONOMICS	PLD,STAFF	4.00
S	2010	2	2104425	1	MAINT ENG	JRK,SPP	3.78
S	2010	1	2104459	1	VALUE ENGINEERING	JRK,SPJ	3.74
I	2010	2	2104461	2	MAINTENANCE MGT	STC	3.77
S	2010	1	2104463	1	PROJ FEAS STUDY	STAFF	3.33
S	2010	1	2104470	1	SIM MODEL ANAL	PST	4.00
S	2010	1	2104491	1	IE PRE-PROJ	STAFF	3.85
S	2010	2	2104493	1	SPEC PROB IE III	SPC	4.00
S	2010	1	2104494	1	ADV TOP IE III	SPC	4.00
S	2010	1	2104499	1	IND ENG PROJECT	STAFF	3.50
S	2010	2	2104499	1	IND ENG PROJECT	HLW	3.75
S	2010	1	2104505	1	MACHINE APPRAISAL	JRK	3.80
S	2010	2	2104507	1	LOG SCM	SSV	3.90
S	2010	1	2104508	1	ENG DES ANAL EXP	JRK,PCT	3.50
S	2010	1	2104508	9	ENG DES ANAL EXP	JRK,PCT	3.40
S	2010	1	2104509	1	WHS WHSG MGT	RBD	3.80
S	2010	1	2104509	9	WHS WHSG MGT	RBD	3.88
S	2010	2	2104511	1	INTRO VE	PST	4.00
S	2010	2	2104513	1	IE INTEGRATION	PVC	3.88
S	2010	1	2104515	1	RESPONSIBLE CARE	JRK	3.77
S	2010	2	2104516	1	QUAL IMPR	NOS,WCW	3.86
S	2010	1	2104518	1	QUALITY SYSTEM	STAFF,DTT	3.87
S	2010	1	2104518	9	QUALITY SYSTEM	STAFF,DTT	3.96
S	2010	2	2104520	1	VISUAL FACTORY	JRK	4.00
S	2010	2	2104521	1	COMP PROG IE	PLK	3.83
S	2010	1	2104523	1	INTRO STOCH MODELS	DTT,TVV	3.85
S	2010	2	2104555	1	SYSTEM SAFETY	JRK	3.56
S	2010	1	2104559	1	RISK MGT INDUS	DTT,PAK	3.95
S	2010	1	2104559	2	RISK MGT INDUS	DTT,PAK	3.90
S	2010	2	2104601	1	ENG ECON ANALYSIS	PAK	3.90
S	2010	2	2104601	9	ENG ECON ANALYSIS	PAK	3.71
S	2010	1	2104602	1	ANAL BUS SYS	STAFF	3.88
S	2010	2	2104603	1	ADV QUALITY CONTRL	DTT,PAK	3.80
S	2010	2	2104603	9	ADV QUALITY CONTRL	DTT,PAK	3.88
S	2010	1	2104606	1	ADV IND ORG/MGT	STAFF	3.65
S	2010	1	2104606	9	ADV IND ORG/MGT	STAFF	3.81
S	2010	2	2104611	1	INV ANALYSIS	PCV,STP	3.50
S	2010	1	2104612	1	COMP SIM TECH	PCT,STP,WTP	3.63
S	2010	1	2104612	9	COMP SIM TECH	STP,PCT,WTP	3.61
S	2010	2	2104613	1	PRIN OF OPTIMIZE	WTP	3.70
S	2010	2	2104613	9	PRIN OF OPTIMIZE	WTP	3.19
S	2010	2	2104616	1	ACTIVITY SCHED	PCT	3.62
S	2010	2	2104616	9	ACTIVITY SCHED	PCT	3.58
S	2010	1	2104617	1	IND SCH	PCT	3.85
S	2010	2	2104624	1	FACT & PROD MGT	SRT	4.00
S	2010	2	2104624	9	FACT & PROD MGT	SRT	3.85
S	2010	2	2104625	1	COM STAT DATA ANAL	PCT	3.62
S	2010	1	2104626	1	MATRL PROCESS	SPJ	4.00
S	2010	1	2104626	9	MATRL PROCESS	SPJ	3.80
S	2010	1	2104627	1	PROD&PRODT DESIGN	SPJ,PCT,JRK	3.83
S	2010	1	2104627	9	PROD&PRODT DESIGN	SPJ,PCT,JRK	3.78
S	2010	1	2104642	1	DEC SUP SYS	JRK	3.90
S	2010	2	2104644	1	ADV MAIN MGT	JRK,SPJ,STAFF	4.00
S	2010	2	2104644	9	ADV MAIN MGT	JRK,SPJ	4.00
S	2010	1	2104648	1	STRATEGIC PLAN ENG	BTP	4.00
S	2010	2	2104648	1	STRATEGIC PLAN ENG	BTP	3.50
S	2010	2	2104648	9	STRATEGIC PLAN ENG	BTP	3.79
S	2010	1	2104650	1	PROJ MGT CPT	SRT	3.76
S	2010	1	2104650	9	PROJ MGT CPT	SRT	3.55
S	2010	2	2104671	1	ADV WORK DES	JRK,PLD,STAFF	3.64
S	2010	2	2104671	9	ADV WORK DES	JRK,PLD,STAFF	3.47
S	2010	1	2104677	1	SEM SAFETY ENG	JRK,PLD,HLW	3.88
S	2010	2	2104683	9	PROD SYS ANAL	SPJ	3.79
S	2010	2	2104691	1	RES PROB IE I	WTP	3.70
S	2010	2	2104711	1	ADV MANU ENG	STC	4.00
S	2010	1	2105270	1	ANAL CHEMISTRY	STAFF	3.89
S	2010	1	2105270	2	ANAL CHEMISTRY	STAFF	3.89
S	2010	1	2105271	1	PHYSICAL CHEMISTRY	SKP,CSK,STY	3.10
S	2010	1	2105271	2	PHYSICAL CHEMISTRY	SKP,CSK,STY	2.88
S	2010	2	2105272	1	ORGANIC CHEMISTRY	STAFF	3.41
S	2010	2	2105272	2	ORGANIC CHEMISTRY	STAFF	3.29
S	2010	2	2105273	1	CHEM ENG PRIN/CAL	STAFF	2.94
S	2010	2	2105273	2	CHEM ENG PRIN/CAL	STAFF	2.97
S	2010	2	2105360	1	APP MATH CHE I	TMK,JPN,ASR	3.93
S	2010	2	2105360	2	APP MATH CHE I	TMK,JPN,ASR	3.85
S	2010	1	2105361	1	APP MATH CHE II	TMK,UPC,STAFF	3.38
S	2010	1	2105361	2	APP MATH CHE II	TMK,UPC,STAFF	3.40
S	2010	1	2105370	1	CHEM ENG THERMO I	STAFF	2.62
S	2010	1	2105370	2	CHEM ENG THERMO I	STAFF	2.39
S	2010	1	2105373	1	CHEM ENG KIN REACT	AKS,PPS	2.91
S	2010	1	2105373	3	CHEM ENG KIN REACT	SPN,SAS	2.88
S	2010	2	2105375	1	CHEM ENG THERMO II	STY,SDK,SPN	3.14
S	2010	2	2105375	2	CHEM ENG THERMO II	STY,SDK,SPN	2.79
S	2010	2	2105379	1	UNIT OPER II	PPT	3.27
S	2010	2	2105379	2	UNIT OPER II	DCS,SPN	2.54
S	2010	2	2105379	3	UNIT OPER II	MWS,AST	2.90
S	2010	2	2105380	1	UNIT OPER LAB I	STAFF	4.00
S	2010	2	2105380	2	UNIT OPER LAB I	STAFF	2.75
S	2010	2	2105380	3	UNIT OPER LAB I	STAFF	3.92
S	2010	2	2105380	4	UNIT OPER LAB I	STAFF	3.82
S	2010	2	2105380	5	UNIT OPER LAB I	STAFF	3.05
S	2010	1	2105381	1	UNIT OPER LAB II	STAFF	3.79
S	2010	1	2105381	2	UNIT OPER LAB II	STAFF	3.60
S	2010	1	2105381	3	UNIT OPER LAB II	STAFF	3.66
S	2010	1	2105381	4	UNIT OPER LAB II	STAFF	3.80
S	2010	1	2105382	1	UNIT OPER I	STAFF	2.38
S	2010	1	2105382	2	UNIT OPER I	STAFF	2.43
S	2010	1	2105390	1	COMP APP CHEM ENG	STAFF	3.71
S	2010	1	2105390	2	COMP APP CHEM ENG	STAFF	3.73
S	2010	1	2105408	1	CHEM ENG PROC	DCS,KNT	3.38
S	2010	1	2105408	2	CHEM ENG PROC	DCS,KNT	3.62
S	2010	2	2105430	1	PARTICLE TECH	NTN,TCP,STAFF	3.95
S	2010	2	2105445	1	CAT REACT ENG FUND	TMK,JPN	3.63
S	2010	2	2105452	2	FERMENT PROCESSES	CSK,ASP,KNT	3.90
S	2010	2	2105456	1	POLYMER SC	SCV	3.86
S	2010	1	2105462	1	INT CHEM ENG DSGN	JTN,DCS	2.86
S	2010	1	2105462	2	INT CHEM ENG DSGN	STAFF	2.73
S	2010	1	2105462	3	INT CHEM ENG DSGN	JTN,DCS	2.79
S	2010	1	2105469	1	UNIT OPER III	VPJ,SRD,KNT	3.09
S	2010	1	2105469	2	UNIT OPER III	JTN,VTP,SPN	3.39
S	2010	1	2105469	3	UNIT OPER III	JTN,VTP,SPN	3.13
S	2010	3	2105469	1	UNIT OPER III	VPJ	2.50
S	2010	1	2105472	1	PROC DYN CONTROL	STAFF	2.72
S	2010	1	2105472	2	PROC DYN CONTROL	STAFF	2.99
S	2010	3	2105472	1	PROC DYN CONTROL	STAFF	2.00
S	2010	2	2105473	1	CHEM ENG PLNT DSGN	JTN,DCS	3.14
S	2010	2	2105473	1	CHEM ENG PLNT DSGN	STAFF	3.14
S	2010	2	2105473	2	CHEM ENG PLNT DSGN	STAFF	3.04
S	2010	2	2105473	2	CHEM ENG PLNT DSGN	JTN,DCS	3.04
S	2010	2	2105474	1	TRANS PHENOMENA	VPJ,VTP	3.23
S	2010	2	2105474	2	TRANS PHENOMENA	VPJ,VTP,ASP	3.11
S	2010	2	2105474	3	TRANS PHENOMENA	MPP,KNT,STAFF	3.55
S	2010	2	2105478	1	PETROCHEM ENG PROC	JTN	3.88
S	2010	1	2105480	1	SAFETY CHEM OPER	VCV,PPS	3.19
S	2010	1	2105480	2	SAFETY CHEM OPER	VCV,PPS	3.20
S	2010	2	2105482	1	ENV CHEM ENG	VCV,PPS,WSN	2.94
S	2010	2	2105482	2	ENV CHEM ENG	VCV,PPS,WSN	3.16
S	2010	2	2105488	2	NANOTECH ENG	STAFF	3.91
S	2010	2	2105499	1	CHEM ENG PROJECT	STAFF	3.90
S	2010	2	2105522	1	DYNAM PROC SIMUL	SKH	4.00
S	2010	2	2105526	1	TPM CHEM PROC IND	TCP	3.89
S	2010	2	2105599	1	BAT CHEM PROC	PKS	3.92
S	2010	1	2105601	1	ADV MATH FOR CHE	PKS,MWS	3.04
S	2010	1	2105602	1	ADV TRANS PHENOM	PPT,VTP	2.88
S	2010	1	2105602	9	ADV TRANS PHENOM	PPT,VTP	2.77
S	2010	1	2105603	1	ADV CHE THERMO	TCP,STY	3.16
S	2010	1	2105603	9	ADV CHE THERMO	TCP,STY	3.15
S	2010	1	2105604	1	ADV CHE KINETICS	JTN,STAFF	3.10
S	2010	1	2105604	9	ADV CHE KINETICS	JTN,MPS	3.17
S	2010	2	2105608	1	ADSORPTION PROC	DCS	3.50
S	2010	2	2105609	1	ADV PARTICLE TECH	NTN,TCP,STAFF	3.66
S	2010	2	2105610	1	MEMBRANE TECH	SKP,SAS	4.00
S	2010	2	2105611	1	SEP TECH MEM APP	UPC	3.74
S	2010	2	2105613	1	MASS TRANS OP	JTN	4.00
